Type,Duration,X,Y,Color,SAMPLE,Ag,Ag Error,Al,Al Error,As,As Error,Au,Au Error,Ba,Ba Error,Bal,Bal Error,Bi,Bi Error,Br,Br Error,Ca,Ca Error,Cd,Cd Error,Cl,Cl Error,Co,Co Error,Cr,Cr Error,Cs,Cs Error,Cu,Cu Error,Fe,Fe Error,Hf,Hf Error,Hg,Hg Error,K,K Error,Mg,Mg Error,Mn,Mn Error,Mo,Mo Error,Nb,Nb Error,Ni,Ni Error,P,P Error,Pb,Pb Error,Pd,Pd Error,Rb,Rb Error,Re,Re Error,S,S Error,Sb,Sb Error,Sc,Sc Error,Se,Se Error,Si,Si Error,Sn,Sn Error,Sr,Sr Error,Ta,Ta Error,Te,Te Error,Th,Th Error,Ti,Ti Error,U,U Error,V,V Error,W,W Error,Zn,Zn Error,Zr,Zr Error
Mining,120.0,3.0,12.2,black,b2bknewbttm,< LOD,5.86,< LOD,1208.9,< LOD,6.99,< LOD,11.56,< LOD,76.19,736387.94,1629.47,< LOD,4.43,< LOD,2.39,213885.34,1790.95,< LOD,11.07,1345.82,58.8,< LOD,101.96,57.4,30.36,0,0,< LOD,30.97,15123.57,273.96,0,0,0,0,942.36,173.17,6660.46,4098.36,440.26,101.84,< LOD,2.24,< LOD,1.92,< LOD,59.83,4499.07,216.17,< LOD,11.35,< LOD,5.42,< LOD,1.5,0,0,198.88,105.32,< LOD,23.56,0,0,< LOD,4.08,3602.1,321.5,< LOD,28.46,228.2,5.47,0,0,0,0,0,0,16624.29,242.73,0,0,< LOD,107.09,< LOD,85.46,< LOD,23.73,4.39,2.88
Mining,120.0,3.5,21.5,blue,h16bl,7.11,3.81,1424.59,654.44,153.93,18.75,< LOD,11.01,< LOD,100.88,767192.44,1296.76,< LOD,7.5,< LOD,2.95,180931.08,1418.45,< LOD,9.92,2320.91,66.02,< LOD,63.51,90.19,20.6,0,0,6362.63,91.19,6510.22,152.28,0,0,0,0,1490.43,144.26,< LOD,5261.57,< LOD,101.63,< LOD,1.67,< LOD,1.5,< LOD,45.63,< LOD,274.38,620.83,18.79,< LOD,4.49,< LOD,1.5,0,0,7056.13,178.07,< LOD,21.09,0,0,< LOD,3.16,24543.62,652.68,110.25,13.83,182.93,4.22,0,0,0,0,0,0,961.75,60.55,0,0,< LOD,30.98,< LOD,67.24,< LOD,18.96,< LOD,2.91
Mining,120.0,3.5,11.8,blue,b7bl,14.79,5.29,< LOD,1108.09,285.79,37.19,< LOD,17.19,< LOD,83.58,828822.25,1192.65,< LOD,14.92,< LOD,5.5,94693.46,1117.42,< LOD,20.38,7038.05,120.36,< LOD,69.79,450.36,26.14,0,0,15537.46,186.21,4572.13,148.48,0,0,0,0,1962.82,169.16,< LOD,6823.19,< LOD,111.97,< LOD,2.28,< LOD,1.91,< LOD,59.9,< LOD,541.11,1949.94,41.02,< LOD,6.19,< LOD,1.5,0,0,6521.48,211.54,< LOD,32.01,0,0,< LOD,5.2,29289.44,789.29,523.5,25.88,146.76,4.49,0,0,0,0,0,0,1519.92,61.4,0,0,< LOD,49.22,< LOD,93.16,62.71,20.81,< LOD,3.25
Mining,120.0,3.5,22.5,blue,h10bl,< LOD,16.24,10649.67,2583.57,17.22,6.64,< LOD,15.77,< LOD,205.09,617104.25,2872.03,< LOD,6.7,7.88,2.78,127810.77,1776.75,< LOD,26.7,16204.58,296.72,< LOD,196.28,246.39,48.69,0,0,< LOD,44.81,40690.41,581.58,0,0,0,0,1343.35,248.91,21885.27,13624.94,182.19,112.58,< LOD,3.14,< LOD,2.69,< LOD,87.31,4246.39,715.71,< LOD,8.94,< LOD,12.31,< LOD,1.5,0,0,97978.88,1141.71,< LOD,45.26,0,0,< LOD,6.97,37709.52,1530.4,< LOD,62.36,303.07,7.86,0,0,0,0,0,0,23552.98,360.26,0,0,< LOD,217.3,< LOD,124.21,40.14,15.15,< LOD,5.82
Mining,120.0,3.7,2.8,green,f14g,< LOD,6.58,2143.85,774.16,41.62,6.35,< LOD,7.95,< LOD,51.88,756620.94,1207.59,< LOD,3.68,< LOD,1.68,198073.56,1415.52,< LOD,11.86,3734.94,81.63,< LOD,45.61,< LOD,41.58,0,0,4287.55,66.9,3037.16,100.9,0,0,0,0,1919.33,148.98,< LOD,7281.02,< LOD,130.25,< LOD,1.5,< LOD,1.5,< LOD,40.0,373.1,214.32,41.91,5.53,< LOD,3.58,< LOD,1.5,0,0,10328.35,220.96,< LOD,18.13,0,0,< LOD,2.32,16606.16,608.18,< LOD,23.22,154.49,3.53,0,0,0,0,0,0,2614.5,96.42,0,0,< LOD,56.46,< LOD,56.26,22.64,10.55,< LOD,3.31
Mining,120.0,1.9,18.3,green,h27gnew,< LOD,5.56,< LOD,1882.98,10.69,4.99,< LOD,9.38,199.91,45.24,688903.88,1644.57,< LOD,4.0,30.42,2.79,187488.59,1548.85,< LOD,11.94,21410.24,240.76,< LOD,55.37,63.89,38.67,0,0,260.5,22.63,4025.88,125.54,0,0,0,0,430.56,151.38,< LOD,10491.27,184.08,81.8,< LOD,1.73,< LOD,1.5,< LOD,51.03,4345.88,458.97,17.27,4.93,< LOD,4.36,< LOD,1.5,0,0,66072.66,671.74,< LOD,17.14,0,0,< LOD,3.05,8279.06,719.08,< LOD,25.85,310.25,5.63,0,0,0,0,0,0,16321.08,309.15,0,0,< LOD,205.83,< LOD,67.64,28.53,9.28,< LOD,3.18
Mining,120.0,3.5,17.8,green,h34g,< LOD,8.14,1495.68,756.85,14.43,6.53,< LOD,9.32,123.49,45.58,748298.75,1386.6,< LOD,4.1,5.48,1.84,181507.39,1455.98,11.65,7.3,1141.5,64.03,131.57,40.25,289.07,31.74,0,0,644.2,30.54,2765.74,108.27,0,0,0,0,441.33,137.94,< LOD,6169.86,< LOD,120.82,< LOD,1.79,< LOD,1.5,< LOD,50.86,2632.44,271.85,51.21,6.55,< LOD,4.71,< LOD,1.5,0,0,33676.92,395.07,< LOD,24.18,0,0,< LOD,3.29,4544.38,446.16,< LOD,19.8,268.09,5.24,0,0,0,0,0,0,21837.42,281.04,0,0,< LOD,149.64,< LOD,67.43,32.3,9.79,< LOD,3.92
Mining,114.21,3.9,22.2,red,h10earl,< LOD,6.09,< LOD,1826.44,< LOD,21.36,< LOD,38.46,123.41,56.93,924760.69,740.49,< LOD,8.16,17.7,3.61,21461.15,678.55,102.83,13.06,3539.8,178.23,< LOD,178.59,< LOD,42.14,0,0,< LOD,48.67,30099.04,485.8,0,0,0,0,910.6,217.23,< LOD,12571.87,301.12,126.72,< LOD,5.69,< LOD,2.99,< LOD,96.15,< LOD,626.43,< LOD,16.05,< LOD,6.28,< LOD,1.52,0,0,1653.66,331.88,< LOD,23.07,0,0,< LOD,122.35,5319.89,802.95,< LOD,19.59,374.94,9.22,0,0,0,0,0,0,937.52,76.62,0,0,< LOD,57.48,< LOD,157.21,49.69,17.25,11.05,4.43
Mining,120.0,6.6,10.4,red,b16r,< LOD,9.43,3877.93,1100.07,20.94,7.26,< LOD,10.23,< LOD,81.13,720539.25,1663.25,< LOD,4.17,< LOD,3.45,206439.75,1717.54,16.95,9.21,5621.58,117.45,< LOD,91.84,49.44,29.05,0,0,144.96,22.9,11839.29,230.62,0,0,0,0,2577.89,195.03,< LOD,9051.2,< LOD,103.03,< LOD,2.01,< LOD,1.6,< LOD,55.13,< LOD,429.51,49.51,7.02,< LOD,6.14,< LOD,1.5,0,0,15284.86,311.06,< LOD,23.67,0,0,< LOD,3.48,24095.45,822.75,< LOD,22.95,172.92,4.5,0,0,0,0,0,0,1057.79,79.12,0,0,48.23,29.01,< LOD,77.73,< LOD,14.33,< LOD,2.92
Mining,120.0,5.5,23.5,red,h6r,< LOD,3.83,995.28,455.71,19.87,6.49,< LOD,29.91,78.83,38.65,894998.56,656.09,< LOD,4.47,13.13,2.28,34599.18,646.75,139.53,9.36,7360.74,97.2,< LOD,136.15,89.41,21.66,0,0,< LOD,23.72,41142.56,398.09,0,0,0,0,2130.37,155.76,< LOD,6748.41,< LOD,142.26,< LOD,1.7,< LOD,1.5,< LOD,49.21,< LOD,246.1,< LOD,18.27,< LOD,3.58,< LOD,1.5,0,0,5340.54,151.27,< LOD,15.55,0,0,175.92,8.19,10484.75,411.69,< LOD,15.83,290.44,5.5,0,0,0,0,0,0,2010.36,88.29,0,0,< LOD,63.44,< LOD,88.5,72.45,10.95,4.42,2.71
Mining,120.0,3.5,10.8,red,b13roldtop,< LOD,8.07,< LOD,1419.37,8.57,5.39,< LOD,11.85,< LOD,71.67,758473.31,1530.25,< LOD,5.06,< LOD,3.29,196394.27,1665.83,< LOD,15.77,8830.76,136.88,< LOD,92.53,48.36,22.49,0,0,< LOD,31.14,10822.72,233.04,0,0,0,0,1210.56,161.46,< LOD,7275.82,< LOD,123.85,< LOD,2.22,< LOD,1.83,< LOD,58.91,< LOD,629.8,8.79,5.38,< LOD,5.27,< LOD,1.5,0,0,7530.76,230.47,< LOD,27.99,0,0,< LOD,4.42,12897.52,620.17,< LOD,22.02,209.78,5.26,0,0,0,0,0,0,2305.16,86.32,0,0,< LOD,55.35,< LOD,86.52,< LOD,20.93,< LOD,3.39
Mining,120.0,3.5,2.0,red,f20r,< LOD,8.5,< LOD,992.23,< LOD,6.65,< LOD,9.86,< LOD,69.07,822001.19,1082.26,< LOD,3.9,< LOD,2.46,141750.97,1329.32,< LOD,15.02,5087.97,97.21,< LOD,98.66,57.6,22.74,0,0,< LOD,26.07,15976.88,259.26,0,0,0,0,1230.73,153.98,< LOD,5232.14,622.16,99.9,< LOD,1.97,< LOD,1.56,< LOD,52.21,< LOD,291.13,< LOD,9.9,< LOD,4.93,< LOD,1.5,0,0,3472.84,163.87,< LOD,21.11,0,0,< LOD,3.63,6827.22,438.42,< LOD,23.94,163.43,4.21,0,0,0,0,0,0,2802.12,84.95,0,0,< LOD,69.23,< LOD,73.96,< LOD,12.2,< LOD,2.78
Mining,120.0,4.5,20.5,red,h23r,< LOD,7.3,< LOD,1095.02,28.01,7.97,< LOD,22.65,178.86,50.36,845636.13,1087.98,< LOD,5.78,9.8,2.59,96834.77,1159.44,131.29,11.71,2088.57,82.97,< LOD,159.9,72.35,23.99,0,0,< LOD,33.93,37745.34,461.77,0,0,0,0,1576.18,169.31,< LOD,9291.29,427.41,105.53,< LOD,2.45,< LOD,2.09,< LOD,66.43,< LOD,485.02,17.97,8.67,< LOD,5.0,< LOD,1.5,0,0,1748.42,161.97,< LOD,23.45,0,0,< LOD,114.07,8961.61,509.76,< LOD,20.36,196.6,5.27,0,0,0,0,0,0,3305.59,101.17,0,0,< LOD,70.41,< LOD,110.55,46.52,12.83,13.31,3.07
Mining,120.0,3.5,10.2,red,b13rnewbttm,< LOD,7.22,< LOD,1140.42,47.26,12.98,< LOD,17.59,116.62,62.31,836535.31,1203.42,< LOD,6.9,5.62,2.68,84891.6,1222.28,99.03,12.62,3219.62,93.66,< LOD,180.29,226.13,36.09,0,0,< LOD,39.97,44920.64,535.2,0,0,0,0,965,186.27,< LOD,10399.75,203.63,100.43,< LOD,2.69,< LOD,2.21,< LOD,68.78,< LOD,330.91,154.43,13.11,< LOD,6.94,< LOD,1.5,0,0,7260.27,222.4,< LOD,42.73,0,0,< LOD,39.21,4635.29,436.5,< LOD,25.33,336.75,7.5,0,0,0,0,0,0,15240.84,242.85,0,0,< LOD,129.49,< LOD,106.41,23.05,12.12,< LOD,4.74
Mining,120.0,7.7,2.2,white,f24w,< LOD,6.27,< LOD,2129.73,< LOD,8.01,< LOD,11.29,< LOD,97.19,689438.69,1845.6,< LOD,5.1,< LOD,2.22,181227.97,1561.3,< LOD,12.28,380.72,79.44,< LOD,49.92,< LOD,32.85,0,0,< LOD,28.05,1502.8,95.72,0,0,0,0,643.66,142.55,< LOD,9397.17,< LOD,115.03,< LOD,2.15,< LOD,1.74,< LOD,57.36,< LOD,620.23,12.06,5.44,< LOD,6.18,< LOD,1.5,0,0,109566.2,908.1,< LOD,29.39,0,0,< LOD,4.1,11874.69,783.96,< LOD,23.76,590.3,9.37,0,0,0,0,0,0,4661.21,105.07,0,0,< LOD,50.43,< LOD,81.6,45.48,11.2,< LOD,5.01
Mining,120.0,4.5,2.5,yellow,f15y,< LOD,11.58,5182.77,1574.5,30.35,5.18,< LOD,9.52,< LOD,92.11,579783.75,2073.76,< LOD,3.71,2.8,1.75,349327.19,2286.52,< LOD,23.12,4571.77,113.18,< LOD,77.14,< LOD,79.39,0,0,< LOD,23.59,9319.71,191.07,0,0,0,0,2585.98,210.79,< LOD,13257.53,< LOD,91.43,< LOD,1.71,< LOD,1.5,< LOD,46.95,< LOD,476.47,< LOD,7.05,< LOD,6.68,< LOD,1.5,0,0,11114.33,290.42,< LOD,38.01,0,0,< LOD,2.95,37117.92,1069.6,< LOD,39.69,208.86,4.66,0,0,0,0,0,0,699.44,110.46,0,0,< LOD,48.96,< LOD,66.89,< LOD,12.22,< LOD,2.73
Mining,120.0,4.2,5.2,yellow,b44y,< LOD,10.35,< LOD,1808.02,< LOD,15.9,< LOD,18.76,< LOD,109.61,816013.31,1650.77,< LOD,6.93,< LOD,5.09,157155.8,1933.99,< LOD,16.46,2212.76,134.43,< LOD,132.13,71.15,33.68,0,0,< LOD,54.54,10224.96,303.43,0,0,0,0,1519.47,238.88,< LOD,10815.5,< LOD,169.82,< LOD,3.6,< LOD,2.97,< LOD,103.97,< LOD,523.47,< LOD,14.01,< LOD,8.14,< LOD,1.5,0,0,2623.84,278.8,< LOD,35.46,0,0,< LOD,8.06,5978.3,687.8,< LOD,49.18,195.29,6.75,0,0,0,0,0,0,4003.85,129.67,0,0,< LOD,69.19,< LOD,151.7,< LOD,31.46,< LOD,5.17
Mining,120.0,3.9,10.2,yellow,b13ynew,< LOD,4.62,1612.02,535.54,50.93,12.19,< LOD,14.97,114.03,45.37,846144.5,976.01,< LOD,5.67,6.23,2.34,66196.72,1062.12,108.87,9.83,2307.29,63.12,< LOD,165.88,220.23,33.57,0,0,< LOD,25.34,57665.87,525.2,0,0,0,0,622.52,161.6,< LOD,4873.87,< LOD,179.57,< LOD,2.01,< LOD,1.65,< LOD,53.16,< LOD,230.26,194.92,12.57,< LOD,4.53,1.65,1.0,0,0,8633.78,181.32,< LOD,17.89,0,0,< LOD,65.31,5188.58,339.67,< LOD,18.13,314.22,6.18,0,0,0,0,0,0,6076.75,169.38,0,0,< LOD,126.6,< LOD,82.29,25.08,9.9,11.62,3.11
Mining,120.0,2.7,2.5,yellow,f13y,< LOD,5.83,< LOD,1218.36,< LOD,5.81,< LOD,10.04,< LOD,65.52,852148.19,963.93,< LOD,4.05,14.24,2.31,90692.68,1038.36,< LOD,14.89,405.34,62.12,< LOD,71.19,56.89,17.9,0,0,< LOD,26.93,6720.51,170.85,0,0,0,0,494.98,128.83,< LOD,5366.4,< LOD,111.36,< LOD,1.9,< LOD,1.57,< LOD,53.39,< LOD,351.27,< LOD,5.16,< LOD,4.54,< LOD,1.5,0,0,36675.73,417.31,< LOD,22.91,0,0,< LOD,3.51,3778.56,421.35,< LOD,27.56,216.61,4.92,0,0,0,0,0,0,8773.37,132.0,0,0,< LOD,60.44,< LOD,74.86,14.59,9.35,< LOD,3.03
Mining,120.0,1.8,19.0,yellow,h27ynew,< LOD,7.41,1692.68,1022.42,< LOD,8.9,< LOD,11.3,< LOD,72.97,845377.81,1068.31,< LOD,4.79,8.89,2.22,93625.94,1096.93,< LOD,11.02,3067.43,115.72,< LOD,109.0,45.69,19.35,0,0,< LOD,29.67,16906.34,287.58,0,0,0,0,743.49,141.3,< LOD,8292.85,< LOD,128.73,< LOD,2.22,< LOD,1.93,< LOD,59.37,< LOD,707.23,< LOD,6.36,< LOD,5.39,< LOD,1.5,0,0,14362.66,351.76,< LOD,21.3,0,0,< LOD,4.01,14024.8,778.73,< LOD,21.49,203.26,5.12,0,0,0,0,0,0,9905.66,147.71,0,0,< LOD,65.66,< LOD,84.44,27.76,10.85,7.58,2.85
Mining,120.0,3.7,22.7,yellow,h10y,< LOD,4.92,1144.69,636.46,9.23,5.31,< LOD,11.5,< LOD,71.41,829083.19,1129.83,< LOD,5.05,32.68,3.27,75660.94,1180.06,< LOD,9.94,1955.6,70.18,< LOD,170.86,102.51,31.36,0,0,< LOD,31.72,53861.69,532.63,0,0,0,0,658.11,171.06,6094.7,4045.7,253.03,90.96,< LOD,2.24,< LOD,1.85,< LOD,59.22,< LOD,283.56,< LOD,8.3,< LOD,4.61,< LOD,1.5,0,0,14397.37,253.59,< LOD,22.22,0,0,< LOD,4.29,4876.39,392.73,< LOD,21.08,379.3,7.24,0,0,0,0,0,0,11382.45,187.23,0,0,< LOD,91.99,< LOD,83.68,37.32,11.12,< LOD,4.99
Mining,120.0,3.5,18.5,yellow,h34y,< LOD,8.3,< LOD,1656.62,28.56,9.59,< LOD,10.78,214.47,53.55,857572.38,1000.8,< LOD,5.51,< LOD,3.04,75892.03,1011.75,< LOD,11.2,1129.19,83.65,< LOD,87.05,156.28,27.91,0,0,1555.63,50.23,7854.12,192.86,0,0,0,0,458.12,143.44,8188.92,5025.94,264.76,98.28,< LOD,2.12,< LOD,1.71,< LOD,61.53,3397.87,319.41,103.15,9.44,< LOD,5.16,< LOD,1.5,0,0,24704.74,387.73,< LOD,21.07,0,0,< LOD,4.16,5336.73,524.59,< LOD,29.39,229.03,5.35,0,0,0,0,0,0,12884.71,225.95,0,0,< LOD,139.7,< LOD,81.57,26.91,11.88,< LOD,3.48
Mining,120.0,3.5,12.6,yellow,b2ynew,< LOD,5.51,1147.56,683.96,10.54,5.64,< LOD,14.9,< LOD,78.56,818346.81,1177.31,< LOD,4.79,5.71,2.09,81177.25,1317.45,72.87,10.24,2183.55,74.71,< LOD,173.58,154.94,42.24,0,0,< LOD,29.5,55380.78,546.15,0,0,0,0,2103.34,229.99,< LOD,5966.42,340.33,92.9,< LOD,2.25,< LOD,1.77,< LOD,57.49,678.46,201.09,< LOD,11.88,< LOD,5.33,< LOD,1.5,0,0,5055.86,179.04,< LOD,20.73,0,0,< LOD,45.55,8968.01,476.06,< LOD,19.53,423.71,7.75,0,0,0,0,0,0,23763.38,321.8,0,0,< LOD,212.32,< LOD,89.69,62.14,12.18,11.35,3.58
